SN,thickness,defect,band_gap,electron_affinity,doping,pce
895,1,1000000000000000,1.61,3.855,1E+017,19.6762556
896,1,1000000000000000,1.61,3.855,1E+018,20.9402857
897,1,1000000000000000,1.61,3.955,1000000000000000,17.8879188
898,1,1000000000000000,1.61,3.955,1E+016,18.8884525
899,1,1000000000000000,1.61,3.955,1E+017,19.889413
900,1,1000000000000000,1.61,3.955,1E+018,21.0282872
901,1,1E+016,1.41,3.555,1000000000000000,12.0947064
902,1,1E+016,1.41,3.555,1E+016,14.7881055
903,1,1E+016,1.41,3.555,1E+017,17.5564122
904,1,1E+016,1.41,3.555,1E+018,18.9192658
905,1,1E+016,1.41,3.655,1000000000000000,14.7014938
906,1,1E+016,1.41,3.655,1E+016,17.3374295
907,1,1E+016,1.41,3.655,1E+017,20.1201616
908,1,1E+016,1.41,3.655,1E+018,21.3972344
909,1,1E+016,1.41,3.755,1000000000000000,17.3488157
910,1,1E+016,1.41,3.755,1E+016,19.737587
911,1,1E+016,1.41,3.755,1E+017,21.6245749
912,1,1E+016,1.41,3.755,1E+018,21.4862744
913,1,1E+016,1.41,3.855,1000000000000000,19.4786216
914,1,1E+016,1.41,3.855,1E+016,19.7888924
915,1,1E+016,1.41,3.855,1E+017,20.1428789
916,1,1E+016,1.41,3.855,1E+018,21.3834456
917,1,1E+016,1.41,3.955,1000000000000000,19.0421006
918,1,1E+016,1.41,3.955,1E+016,19.2542541
919,1,1E+016,1.41,3.955,1E+017,20.1756631
920,1,1E+016,1.41,3.955,1E+018,21.4775971
921,1,1E+016,1.51,3.555,1000000000000000,13.0904294
922,1,1E+016,1.51,3.555,1E+016,15.4355495
923,1,1E+016,1.51,3.555,1E+017,17.874478
924,1,1E+016,1.51,3.555,1E+018,18.9493073
925,1,1E+016,1.51,3.655,1000000000000000,15.4543173
926,1,1E+016,1.51,3.655,1E+016,17.64696
927,1,1E+016,1.51,3.655,1E+017,19.5093291
928,1,1E+016,1.51,3.655,1E+018,19.2652872
929,1,1E+016,1.51,3.755,1000000000000000,17.5092495
930,1,1E+016,1.51,3.755,1E+016,18.1280982
931,1,1E+016,1.51,3.755,1E+017,19.0305951
932,1,1E+016,1.51,3.755,1E+018,20.2630227
933,1,1E+016,1.51,3.855,1000000000000000,17.8175927
934,1,1E+016,1.51,3.855,1E+016,18.3332281
935,1,1E+016,1.51,3.855,1E+017,19.6508258
936,1,1E+016,1.51,3.855,1E+018,20.9873857
937,1,1E+016,1.51,3.955,1000000000000000,18.3595288
938,1,1E+016,1.51,3.955,1E+016,19.031929
939,1,1E+016,1.51,3.955,1E+017,19.930618
940,1,1E+016,1.51,3.955,1E+018,21.1029356
941,1,1E+016,1.61,3.555,1000000000000000,13.6724968
942,1,1E+016,1.61,3.555,1E+016,15.6092499
943,1,1E+016,1.61,3.555,1E+017,17.2150739
944,1,1E+016,1.61,3.555,1E+018,16.935264
945,1,1E+016,1.61,3.655,1000000000000000,15.4902911
946,1,1E+016,1.61,3.655,1E+016,16.0496547
947,1,1E+016,1.61,3.655,1E+017,16.9676708
948,1,1E+016,1.61,3.655,1E+018,18.0153842
949,1,1E+016,1.61,3.755,1000000000000000,15.792918
950,1,1E+016,1.61,3.755,1E+016,16.5040666
951,1,1E+016,1.61,3.755,1E+017,18.308619
952,1,1E+016,1.61,3.755,1E+018,19.6203704
953,1,1E+016,1.61,3.855,1000000000000000,16.8581579
954,1,1E+016,1.61,3.855,1E+016,17.8317281
955,1,1E+016,1.61,3.855,1E+017,19.1064765
956,1,1E+016,1.61,3.855,1E+018,20.3119762
957,1,1E+016,1.61,3.955,1000000000000000,17.5616789
958,1,1E+016,1.61,3.955,1E+016,18.4907029
959,1,1E+016,1.61,3.955,1E+017,19.3432833
960,1,1E+016,1.61,3.955,1E+018,20.4006819
961,1.1,10000000000000,1.41,3.555,1000000000000000,20.8082545
962,1.1,10000000000000,1.41,3.555,1E+016,20.9993104
963,1.1,10000000000000,1.41,3.555,1E+017,21.0654914
964,1.1,10000000000000,1.41,3.555,1E+018,21.2478624
965,1.1,10000000000000,1.41,3.655,1000000000000000,23.6544974
966,1.1,10000000000000,1.41,3.655,1E+016,23.8581604
967,1.1,10000000000000,1.41,3.655,1E+017,23.9010337
968,1.1,10000000000000,1.41,3.655,1E+018,23.8443797
969,1.1,10000000000000,1.41,3.755,1000000000000000,25.1152799
970,1.1,10000000000000,1.41,3.755,1E+016,25.1371072
971,1.1,10000000000000,1.41,3.755,1E+017,24.3961428
972,1.1,10000000000000,1.41,3.755,1E+018,22.8652159
973,1.1,10000000000000,1.41,3.855,1000000000000000,22.3495511
974,1.1,10000000000000,1.41,3.855,1E+016,21.3437422
975,1.1,10000000000000,1.41,3.855,1E+017,21.3895296
976,1.1,10000000000000,1.41,3.855,1E+018,22.6756602
977,1.1,10000000000000,1.41,3.955,1000000000000000,19.9741405
978,1.1,10000000000000,1.41,3.955,1E+016,20.2388336
979,1.1,10000000000000,1.41,3.955,1E+017,21.3492075
980,1.1,10000000000000,1.41,3.955,1E+018,22.7727287
981,1.1,10000000000000,1.51,3.555,1000000000000000,20.9637556
982,1.1,10000000000000,1.51,3.555,1E+016,21.1327687
983,1.1,10000000000000,1.51,3.555,1E+017,21.168302
984,1.1,10000000000000,1.51,3.555,1E+018,21.1290832
985,1.1,10000000000000,1.51,3.655,1000000000000000,22.7243723
986,1.1,10000000000000,1.51,3.655,1E+016,22.7360912
987,1.1,10000000000000,1.51,3.655,1E+017,22.0247184
988,1.1,10000000000000,1.51,3.655,1E+018,20.4693392
989,1.1,10000000000000,1.51,3.755,1000000000000000,20.5068469
990,1.1,10000000000000,1.51,3.755,1E+016,19.7675118
991,1.1,10000000000000,1.51,3.755,1E+017,20.2756018
992,1.1,10000000000000,1.51,3.755,1E+018,21.4417466
993,1.1,10000000000000,1.51,3.855,1000000000000000,18.6290559
994,1.1,10000000000000,1.51,3.855,1E+016,19.3597404
995,1.1,10000000000000,1.51,3.855,1E+017,20.8343199
996,1.1,10000000000000,1.51,3.855,1E+018,22.247809
997,1.1,10000000000000,1.51,3.955,1000000000000000,19.1898729
998,1.1,10000000000000,1.51,3.955,1E+016,19.9885652
999,1.1,10000000000000,1.51,3.955,1E+017,21.077491
1000,1.1,10000000000000,1.51,3.955,1E+018,22.3691856
1001,1.1,10000000000000,1.61,3.555,1000000000000000,20.0678094
1002,1.1,10000000000000,1.61,3.555,1E+016,20.0723278
1003,1.1,10000000000000,1.61,3.555,1E+017,19.4212769
1004,1.1,10000000000000,1.61,3.555,1E+018,17.9980158
1005,1.1,10000000000000,1.61,3.655,1000000000000000,18.1926531
1006,1.1,10000000000000,1.61,3.655,1E+016,17.5443128
1007,1.1,10000000000000,1.61,3.655,1E+017,18.1024454
1008,1.1,10000000000000,1.61,3.655,1E+018,19.0427791
1009,1.1,10000000000000,1.61,3.755,1000000000000000,16.5362349
1010,1.1,10000000000000,1.61,3.755,1E+016,17.5268328
1011,1.1,10000000000000,1.61,3.755,1E+017,19.4646346
1012,1.1,10000000000000,1.61,3.755,1E+018,20.7535099
1013,1.1,10000000000000,1.61,3.855,1000000000000000,17.5375547
1014,1.1,10000000000000,1.61,3.855,1E+016,18.8048148
1015,1.1,10000000000000,1.61,3.855,1E+017,20.2443577
1016,1.1,10000000000000,1.61,3.855,1E+018,21.5271658
1017,1.1,10000000000000,1.61,3.955,1000000000000000,18.373585
1018,1.1,10000000000000,1.61,3.955,1E+016,19.3979261
1019,1.1,10000000000000,1.61,3.955,1E+017,20.4486707
1020,1.1,10000000000000,1.61,3.955,1E+018,21.619432
1021,1.1,100000000000000,1.41,3.555,1000000000000000,19.4800853
1022,1.1,100000000000000,1.41,3.555,1E+016,20.6799861
1023,1.1,100000000000000,1.41,3.555,1E+017,21.0042943
1024,1.1,100000000000000,1.41,3.555,1E+018,21.2178985
1025,1.1,100000000000000,1.41,3.655,1000000000000000,22.283319
1026,1.1,100000000000000,1.41,3.655,1E+016,23.5256127
1027,1.1,100000000000000,1.41,3.655,1E+017,23.8356438
1028,1.1,100000000000000,1.41,3.655,1E+018,23.8135845
1029,1.1,100000000000000,1.41,3.755,1000000000000000,24.2179061
1030,1.1,100000000000000,1.41,3.755,1E+016,24.9434495
1031,1.1,100000000000000,1.41,3.755,1E+017,24.3573936
1032,1.1,100000000000000,1.41,3.755,1E+018,22.8531718
1033,1.1,100000000000000,1.41,3.855,1000000000000000,22.287199
1034,1.1,100000000000000,1.41,3.855,1E+016,21.3269788
1035,1.1,100000000000000,1.41,3.855,1E+017,21.3801859
1036,1.1,100000000000000,1.41,3.855,1E+018,22.6666842
1037,1.1,100000000000000,1.41,3.955,1000000000000000,19.9663074
1038,1.1,100000000000000,1.41,3.955,1E+016,20.2321918
1039,1.1,100000000000000,1.41,3.955,1E+017,21.3412448
1040,1.1,100000000000000,1.41,3.955,1E+018,22.7638126
1041,1.1,100000000000000,1.51,3.555,1000000000000000,19.8124475
1042,1.1,100000000000000,1.51,3.555,1E+016,20.867327
1043,1.1,100000000000000,1.51,3.555,1E+017,21.1141004
1044,1.1,100000000000000,1.51,3.555,1E+018,21.1018405
1045,1.1,100000000000000,1.51,3.655,1000000000000000,21.8942568
1046,1.1,100000000000000,1.51,3.655,1E+016,22.5684591
1047,1.1,100000000000000,1.51,3.655,1E+017,21.9913649
1048,1.1,100000000000000,1.51,3.655,1E+018,20.4590199
1049,1.1,100000000000000,1.51,3.755,1000000000000000,20.4350777
1050,1.1,100000000000000,1.51,3.755,1E+016,19.7493237
1051,1.1,100000000000000,1.51,3.755,1E+017,20.2663004
1052,1.1,100000000000000,1.51,3.755,1E+018,21.4338076
1053,1.1,100000000000000,1.51,3.855,1000000000000000,18.6225946
1054,1.1,100000000000000,1.51,3.855,1E+016,19.3528516
1055,1.1,100000000000000,1.51,3.855,1E+017,20.8263633
1056,1.1,100000000000000,1.51,3.855,1E+018,22.2392446
1057,1.1,100000000000000,1.51,3.955,1000000000000000,19.18497
1058,1.1,100000000000000,1.51,3.955,1E+016,19.9827181
1059,1.1,100000000000000,1.51,3.955,1E+017,21.0699061
1060,1.1,100000000000000,1.51,3.955,1E+018,22.3605816
1061,1.1,100000000000000,1.61,3.555,1000000000000000,19.3568254
1062,1.1,100000000000000,1.61,3.555,1E+016,19.931223
1063,1.1,100000000000000,1.61,3.555,1E+017,19.392464
1064,1.1,100000000000000,1.61,3.555,1E+018,17.9889461
1065,1.1,100000000000000,1.61,3.655,1000000000000000,18.127204
1066,1.1,100000000000000,1.61,3.655,1E+016,17.5276325
1067,1.1,100000000000000,1.61,3.655,1E+017,18.0939721
1068,1.1,100000000000000,1.61,3.655,1E+018,19.0359686
1069,1.1,100000000000000,1.61,3.755,1000000000000000,16.5302944
1070,1.1,100000000000000,1.61,3.755,1E+016,17.5198183
1071,1.1,100000000000000,1.61,3.755,1E+017,19.4568389
1072,1.1,100000000000000,1.61,3.755,1E+018,20.7460258
1073,1.1,100000000000000,1.61,3.855,1000000000000000,17.5342705
1074,1.1,100000000000000,1.61,3.855,1E+016,18.7988992
1075,1.1,100000000000000,1.61,3.855,1E+017,20.2368806
1076,1.1,100000000000000,1.61,3.855,1E+018,21.5190087
1077,1.1,100000000000000,1.61,3.955,1000000000000000,18.3695403
1078,1.1,100000000000000,1.61,3.955,1E+016,19.3926322
1079,1.1,100000000000000,1.61,3.955,1E+017,20.4415212
1080,1.1,100000000000000,1.61,3.955,1E+018,21.6112488
1081,1.1,1000000000000000,1.41,3.555,1000000000000000,15.9765088
1082,1.1,1000000000000000,1.41,3.555,1E+016,18.8867602
1083,1.1,1000000000000000,1.41,3.555,1E+017,20.4535629
1084,1.1,1000000000000000,1.41,3.555,1E+018,20.929899
1085,1.1,1000000000000000,1.41,3.655,1000000000000000,18.7225735
1086,1.1,1000000000000000,1.41,3.655,1E+016,21.6768936
1087,1.1,1000000000000000,1.41,3.655,1E+017,23.2477767
1088,1.1,1000000000000000,1.41,3.655,1E+018,23.5165168
1089,1.1,1000000000000000,1.41,3.755,1000000000000000,21.3339248
1090,1.1,1000000000000000,1.41,3.755,1E+016,23.6635738
1091,1.1,1000000000000000,1.41,3.755,1E+017,23.9938148
1092,1.1,1000000000000000,1.41,3.755,1E+018,22.734504
1093,1.1,1000000000000000,1.41,3.855,1000000000000000,21.7575792
1094,1.1,1000000000000000,1.41,3.855,1E+016,21.1642833
1095,1.1,1000000000000000,1.41,3.855,1E+017,21.2879706
1096,1.1,1000000000000000,1.41,3.855,1E+018,22.5779145
1097,1.1,1000000000000000,1.41,3.955,1000000000000000,19.8892451
1098,1.1,1000000000000000,1.41,3.955,1E+016,20.1666463
1099,1.1,1000000000000000,1.41,3.955,1E+017,21.2625266
1100,1.1,1000000000000000,1.41,3.955,1E+018,22.6756499
1101,1.1,1000000000000000,1.51,3.555,1000000000000000,16.6914829
1102,1.1,1000000000000000,1.51,3.555,1E+016,19.2987615
1103,1.1,1000000000000000,1.51,3.555,1E+017,20.6193516
1104,1.1,1000000000000000,1.51,3.555,1E+018,20.8388776
1105,1.1,1000000000000000,1.51,3.655,1000000000000000,19.1025605
1106,1.1,1000000000000000,1.51,3.655,1E+016,21.3771048
1107,1.1,1000000000000000,1.51,3.655,1E+017,21.6739413
1108,1.1,1000000000000000,1.51,3.655,1E+018,20.3572031
1109,1.1,1000000000000000,1.51,3.755,1000000000000000,19.842263
1110,1.1,1000000000000000,1.51,3.755,1E+016,19.573444
1111,1.1,1000000000000000,1.51,3.755,1E+017,20.1744716
1112,1.1,1000000000000000,1.51,3.755,1E+018,21.3551613
1113,1.1,1000000000000000,1.51,3.855,1000000000000000,18.5590548
1114,1.1,1000000000000000,1.51,3.855,1E+016,19.2848093
1115,1.1,1000000000000000,1.51,3.855,1E+017,20.7476706
1116,1.1,1000000000000000,1.51,3.855,1E+018,22.154507
1117,1.1,1000000000000000,1.51,3.955,1000000000000000,19.1363753
1118,1.1,1000000000000000,1.51,3.955,1E+016,19.9248639
1119,1.1,1000000000000000,1.51,3.955,1E+017,20.9948826
1120,1.1,1000000000000000,1.51,3.955,1E+018,22.2754789
1121,1.1,1000000000000000,1.61,3.555,1000000000000000,16.9175975
1122,1.1,1000000000000000,1.61,3.555,1E+016,18.9078519
1123,1.1,1000000000000000,1.61,3.555,1E+017,19.1174981
1124,1.1,1000000000000000,1.61,3.555,1E+018,17.8994493
1125,1.1,1000000000000000,1.61,3.655,1000000000000000,17.5899136
1126,1.1,1000000000000000,1.61,3.655,1E+016,17.3664378
1127,1.1,1000000000000000,1.61,3.655,1E+017,18.0103005
1128,1.1,1000000000000000,1.61,3.655,1E+018,18.968455
1129,1.1,1000000000000000,1.61,3.755,1000000000000000,16.4719127
1130,1.1,1000000000000000,1.61,3.755,1E+016,17.4496862
1131,1.1,1000000000000000,1.61,3.755,1E+017,19.3774583
1132,1.1,1000000000000000,1.61,3.755,1E+018,20.6718613
1133,1.1,1000000000000000,1.61,3.855,1000000000000000,17.5016962
1134,1.1,1000000000000000,1.61,3.855,1E+016,18.7403688
1135,1.1,1000000000000000,1.61,3.855,1E+017,20.1628931
1136,1.1,1000000000000000,1.61,3.855,1E+018,21.4382804
1137,1.1,1000000000000000,1.61,3.955,1000000000000000,18.3293867
1138,1.1,1000000000000000,1.61,3.955,1E+016,19.3402271
1139,1.1,1000000000000000,1.61,3.955,1E+017,20.3707738
1140,1.1,1000000000000000,1.61,3.955,1E+018,21.5302868
1141,1.1,1E+016,1.41,3.555,1000000000000000,11.9495542
1142,1.1,1E+016,1.41,3.555,1E+016,14.6425069
1143,1.1,1E+016,1.41,3.555,1E+017,17.4361901
1144,1.1,1E+016,1.41,3.555,1E+018,18.8363724
1145,1.1,1E+016,1.41,3.655,1000000000000000,14.5540347
1146,1.1,1E+016,1.41,3.655,1E+016,17.1834547
1147,1.1,1E+016,1.41,3.655,1E+017,19.9920775
1148,1.1,1E+016,1.41,3.655,1E+018,21.3197702
1149,1.1,1E+016,1.41,3.755,1000000000000000,17.2028268
1150,1.1,1E+016,1.41,3.755,1E+016,19.5943444
1151,1.1,1E+016,1.41,3.755,1E+017,21.5790321
1152,1.1,1E+016,1.41,3.755,1E+018,21.6975192
1153,1.1,1E+016,1.41,3.855,1000000000000000,19.3961392
1154,1.1,1E+016,1.41,3.855,1E+016,19.8871344
1155,1.1,1E+016,1.41,3.855,1E+017,20.4691315
1156,1.1,1E+016,1.41,3.855,1E+018,21.7761507
1157,1.1,1E+016,1.41,3.955,1000000000000000,19.2189646
1158,1.1,1E+016,1.41,3.955,1E+016,19.5789843
1159,1.1,1E+016,1.41,3.955,1E+017,20.5535117
1160,1.1,1E+016,1.41,3.955,1E+018,21.8801888
1161,1.1,1E+016,1.51,3.555,1000000000000000,12.9629
1162,1.1,1E+016,1.51,3.555,1E+016,15.3032126
1163,1.1,1E+016,1.51,3.555,1E+017,17.7677518
1164,1.1,1E+016,1.51,3.555,1E+018,18.8875007
1165,1.1,1E+016,1.51,3.655,1000000000000000,15.3280516
1166,1.1,1E+016,1.51,3.655,1E+016,17.5193136
1167,1.1,1E+016,1.51,3.655,1E+017,19.4724117
1168,1.1,1E+016,1.51,3.655,1E+018,19.4581152
1169,1.1,1E+016,1.51,3.755,1000000000000000,17.4313386
1170,1.1,1E+016,1.51,3.755,1E+016,18.2275644
1171,1.1,1E+016,1.51,3.755,1E+017,19.3572046
1172,1.1,1E+016,1.51,3.755,1E+018,20.6341766
1173,1.1,1E+016,1.51,3.855,1000000000000000,18.0091875
1174,1.1,1E+016,1.51,3.855,1E+016,18.6763016
1175,1.1,1E+016,1.51,3.855,1E+017,20.0364219
1176,1.1,1E+016,1.51,3.855,1E+018,21.38628
1177,1.1,1E+016,1.51,3.955,1000000000000000,18.6883327
1178,1.1,1E+016,1.51,3.955,1E+016,19.3946208
1179,1.1,1E+016,1.51,3.955,1E+017,20.3160277
1180,1.1,1E+016,1.51,3.955,1E+018,21.5056896
1181,1.1,1E+016,1.61,3.555,1000000000000000,13.5638793
1182,1.1,1E+016,1.61,3.555,1E+016,15.500212
1183,1.1,1E+016,1.61,3.555,1E+017,17.1871947
1184,1.1,1E+016,1.61,3.555,1E+018,17.1090133
1185,1.1,1E+016,1.61,3.655,1000000000000000,15.424503
1186,1.1,1E+016,1.61,3.655,1E+016,16.1421371
1187,1.1,1E+016,1.61,3.655,1E+017,17.2647638
1188,1.1,1E+016,1.61,3.655,1E+018,18.3470968
1189,1.1,1E+016,1.61,3.755,1000000000000000,15.9709907
1190,1.1,1E+016,1.61,3.755,1E+016,16.8368289
1191,1.1,1E+016,1.61,3.755,1E+017,18.6803292
1192,1.1,1E+016,1.61,3.755,1E+018,19.9912324
1193,1.1,1E+016,1.61,3.855,1000000000000000,17.198753
1194,1.1,1E+016,1.61,3.855,1E+016,18.2056136
1195,1.1,1E+016,1.61,3.855,1E+017,19.4892708
1196,1.1,1E+016,1.61,3.855,1E+018,20.7042162
1197,1.1,1E+016,1.61,3.955,1000000000000000,17.9540785
1198,1.1,1E+016,1.61,3.955,1E+016,18.8625371
1199,1.1,1E+016,1.61,3.955,1E+017,19.7265623
1200,1.1,1E+016,1.61,3.955,1E+018,20.7958219
1201,1.2,10000000000000,1.41,3.555,1000000000000000,20.8728273
1202,1.2,10000000000000,1.41,3.555,1E+016,21.0863774
1203,1.2,10000000000000,1.41,3.555,1E+017,21.1556663
1204,1.2,10000000000000,1.41,3.555,1E+018,21.3385434
1205,1.2,10000000000000,1.41,3.655,1000000000000000,23.7293097
1206,1.2,10000000000000,1.41,3.655,1E+016,23.9544527
1207,1.2,10000000000000,1.41,3.655,1E+017,24.0022013
1208,1.2,10000000000000,1.41,3.655,1E+018,23.9416412
1209,1.2,10000000000000,1.41,3.755,1000000000000000,25.2009036
1210,1.2,10000000000000,1.41,3.755,1E+016,25.2370767
1211,1.2,10000000000000,1.41,3.755,1E+017,24.5171016
1212,1.2,10000000000000,1.41,3.755,1E+018,23.1549479
1213,1.2,10000000000000,1.41,3.855,1000000000000000,22.4457641
1214,1.2,10000000000000,1.41,3.855,1E+016,21.5524726
1215,1.2,10000000000000,1.41,3.855,1E+017,21.786176
1216,1.2,10000000000000,1.41,3.855,1E+018,23.1268795
1217,1.2,10000000000000,1.41,3.955,1000000000000000,20.2003359
1218,1.2,10000000000000,1.41,3.955,1E+016,20.6061709
1219,1.2,10000000000000,1.41,3.955,1E+017,21.7813484
1220,1.2,10000000000000,1.41,3.955,1E+018,23.234482
1221,1.2,10000000000000,1.51,3.555,1000000000000000,21.0434707
1222,1.2,10000000000000,1.51,3.555,1E+016,21.2312118
1223,1.2,10000000000000,1.51,3.555,1E+017,21.2703506
1224,1.2,10000000000000,1.51,3.555,1E+018,21.226898
1225,1.2,10000000000000,1.51,3.655,1000000000000000,22.8151869
1226,1.2,10000000000000,1.51,3.655,1E+016,22.8395423
1227,1.2,10000000000000,1.51,3.655,1E+017,22.1425986
1228,1.2,10000000000000,1.51,3.655,1E+018,20.7289673
1229,1.2,10000000000000,1.51,3.755,1000000000000000,20.6083765
1230,1.2,10000000000000,1.51,3.755,1E+016,19.9904812
1231,1.2,10000000000000,1.51,3.755,1E+017,20.6677702
1232,1.2,10000000000000,1.51,3.755,1E+018,21.8595021
1233,1.2,10000000000000,1.51,3.855,1000000000000000,18.877088
1234,1.2,10000000000000,1.51,3.855,1E+016,19.7577952
1235,1.2,10000000000000,1.51,3.855,1E+017,21.2696829
1236,1.2,10000000000000,1.51,3.855,1E+018,22.7016977
1237,1.2,10000000000000,1.51,3.955,1000000000000000,19.5300205
1238,1.2,10000000000000,1.51,3.955,1E+016,20.3824508
1239,1.2,10000000000000,1.51,3.955,1E+017,21.5127979
1240,1.2,10000000000000,1.51,3.955,1E+018,22.8283081
1241,1.2,10000000000000,1.61,3.555,1000000000000000,20.1575663
1242,1.2,10000000000000,1.61,3.555,1E+016,20.1726747
1243,1.2,10000000000000,1.61,3.555,1E+017,19.5318012
1244,1.2,10000000000000,1.61,3.555,1E+018,18.231261
1245,1.2,10000000000000,1.61,3.655,1000000000000000,18.2900859
1246,1.2,10000000000000,1.61,3.655,1E+016,17.7497549
1247,1.2,10000000000000,1.61,3.655,1E+017,18.4623453
1248,1.2,10000000000000,1.61,3.655,1E+018,19.4129768
1249,1.2,10000000000000,1.61,3.755,1000000000000000,16.7692841
1250,1.2,10000000000000,1.61,3.755,1E+016,17.9188461
1251,1.2,10000000000000,1.61,3.755,1E+017,19.8894461
1252,1.2,10000000000000,1.61,3.755,1E+018,21.1676505
1253,1.2,10000000000000,1.61,3.855,1000000000000000,17.8900792
1254,1.2,10000000000000,1.61,3.855,1E+016,19.2169357
1255,1.2,10000000000000,1.61,3.855,1E+017,20.6768558
1256,1.2,10000000000000,1.61,3.855,1E+018,21.9715836
1257,1.2,10000000000000,1.61,3.955,1000000000000000,18.7528467
1258,1.2,10000000000000,1.61,3.955,1E+016,19.7994561
1259,1.2,10000000000000,1.61,3.955,1E+017,20.8773313
1260,1.2,10000000000000,1.61,3.955,1E+018,22.067921
1261,1.2,100000000000000,1.41,3.555,1000000000000000,19.4360459
1262,1.2,100000000000000,1.41,3.555,1E+016,20.7360422
1263,1.2,100000000000000,1.41,3.555,1E+017,21.0876454
1264,1.2,100000000000000,1.41,3.555,1E+018,21.3048771
1265,1.2,100000000000000,1.41,3.655,1000000000000000,22.2479615
1266,1.2,100000000000000,1.41,3.655,1E+016,23.5898275
1267,1.2,100000000000000,1.41,3.655,1E+017,23.9295367
1268,1.2,100000000000000,1.41,3.655,1E+018,23.9072472
1269,1.2,100000000000000,1.41,3.755,1000000000000000,24.2255293
1270,1.2,100000000000000,1.41,3.755,1E+016,25.0243517
1271,1.2,100000000000000,1.41,3.755,1E+017,24.4744278
1272,1.2,100000000000000,1.41,3.755,1E+018,23.1414726
1273,1.2,100000000000000,1.41,3.855,1000000000000000,22.3757777
1274,1.2,100000000000000,1.41,3.855,1E+016,21.5337128
1275,1.2,100000000000000,1.41,3.855,1E+017,21.7727022
1276,1.2,100000000000000,1.41,3.855,1E+018,23.1164328
1277,1.2,100000000000000,1.41,3.955,1000000000000000,20.1914631
1278,1.2,100000000000000,1.41,3.955,1E+016,20.5983343
1279,1.2,100000000000000,1.41,3.955,1E+017,21.772009
1280,1.2,100000000000000,1.41,3.955,1E+018,23.2240705
1281,1.2,100000000000000,1.51,3.555,1000000000000000,19.7949345
1282,1.2,100000000000000,1.51,3.555,1E+016,20.9392623
1283,1.2,100000000000000,1.51,3.555,1E+017,21.2099479
1284,1.2,100000000000000,1.51,3.555,1E+018,21.1963926
1285,1.2,100000000000000,1.51,3.655,1000000000000000,21.9076132
1286,1.2,100000000000000,1.51,3.655,1E+016,22.6547955
1287,1.2,100000000000000,1.51,3.655,1E+017,22.1058637
1288,1.2,100000000000000,1.51,3.655,1E+018,20.7174333
1289,1.2,100000000000000,1.51,3.755,1000000000000000,20.5276692
1290,1.2,100000000000000,1.51,3.755,1E+016,19.9700461
1291,1.2,100000000000000,1.51,3.755,1E+017,20.6570082
1292,1.2,100000000000000,1.51,3.755,1E+018,21.8503156
1293,1.2,100000000000000,1.51,3.855,1000000000000000,18.8695073
1294,1.2,100000000000000,1.51,3.855,1E+016,19.7496141
1295,1.2,100000000000000,1.51,3.855,1E+017,21.2603493
1296,1.2,100000000000000,1.51,3.855,1E+018,22.6917098
1297,1.2,100000000000000,1.51,3.955,1000000000000000,19.5243153
1298,1.2,100000000000000,1.51,3.955,1E+016,20.3754948
1299,1.2,100000000000000,1.51,3.955,1E+017,21.5038987
1300,1.2,100000000000000,1.51,3.955,1E+018,22.8182507
1301,1.2,100000000000000,1.61,3.555,1000000000000000,19.3790612
1302,1.2,100000000000000,1.61,3.555,1E+016,20.0169241
1303,1.2,100000000000000,1.61,3.555,1E+017,19.5000238
1304,1.2,100000000000000,1.61,3.555,1E+018,18.2211111
1305,1.2,100000000000000,1.61,3.655,1000000000000000,18.2164202
1306,1.2,100000000000000,1.61,3.655,1E+016,17.7309728
1307,1.2,100000000000000,1.61,3.655,1E+017,18.4525453
1308,1.2,100000000000000,1.61,3.655,1E+018,19.405104
1309,1.2,100000000000000,1.61,3.755,1000000000000000,16.7622742
1310,1.2,100000000000000,1.61,3.755,1E+016,17.9104614
1311,1.2,100000000000000,1.61,3.755,1E+017,19.8803155
1312,1.2,100000000000000,1.61,3.755,1E+018,21.1589685
1313,1.2,100000000000000,1.61,3.855,1000000000000000,17.8860246
1314,1.2,100000000000000,1.61,3.855,1E+016,19.2098309
1315,1.2,100000000000000,1.61,3.855,1E+017,20.6680689
1316,1.2,100000000000000,1.61,3.855,1E+018,21.9620625
1317,1.2,100000000000000,1.61,3.955,1000000000000000,18.7481133
1318,1.2,100000000000000,1.61,3.955,1E+016,19.7931123
1319,1.2,100000000000000,1.61,3.955,1E+017,20.86891
1320,1.2,100000000000000,1.61,3.955,1E+018,22.0583481
1321,1.2,1000000000000000,1.41,3.555,1000000000000000,15.8406673
1322,1.2,1000000000000000,1.41,3.555,1E+016,18.834241
1323,1.2,1000000000000000,1.41,3.555,1E+017,20.4822957
1324,1.2,1000000000000000,1.41,3.555,1E+018,20.9833466
1325,1.2,1000000000000000,1.41,3.655,1000000000000000,18.5952106
1326,1.2,1000000000000000,1.41,3.655,1E+016,21.6286198
1327,1.2,1000000000000000,1.41,3.655,1E+017,23.2834071
1328,1.2,1000000000000000,1.41,3.655,1E+018,23.577401
1329,1.2,1000000000000000,1.41,3.755,1000000000000000,21.2294654
1330,1.2,1000000000000000,1.41,3.755,1E+016,23.6537874
1331,1.2,1000000000000000,1.41,3.755,1E+017,24.0767991
1332,1.2,1000000000000000,1.41,3.755,1E+018,23.0089847
1333,1.2,1000000000000000,1.41,3.855,1000000000000000,21.7918714
