SN,thickness,defect,band_gap,electron_affinity,doping,pce
334,0.6,100000000000000,1.51,3.855,1E+016,16.1657474
335,0.6,100000000000000,1.51,3.855,1E+017,17.2253232
336,0.6,100000000000000,1.51,3.855,1E+018,18.4700413
337,0.6,100000000000000,1.51,3.955,1000000000000000,16.2176008
338,0.6,100000000000000,1.51,3.955,1E+016,16.6390381
339,0.6,100000000000000,1.51,3.955,1E+017,17.4485361
340,0.6,100000000000000,1.51,3.955,1E+018,18.5571026
341,0.6,100000000000000,1.61,3.555,1000000000000000,18.5506846
342,0.6,100000000000000,1.61,3.555,1E+016,18.7615201
343,0.6,100000000000000,1.61,3.555,1E+017,18.2080691
344,0.6,100000000000000,1.61,3.555,1E+018,16.1285297
345,0.6,100000000000000,1.61,3.655,1000000000000000,17.0554758
346,0.6,100000000000000,1.61,3.655,1E+016,15.9689176
347,0.6,100000000000000,1.61,3.655,1E+017,15.2432972
348,0.6,100000000000000,1.61,3.655,1E+018,15.9280024
349,0.6,100000000000000,1.61,3.755,1000000000000000,14.7929265
350,0.6,100000000000000,1.61,3.755,1E+016,14.444438
351,0.6,100000000000000,1.61,3.755,1E+017,15.9715807
352,0.6,100000000000000,1.61,3.755,1E+018,17.2721881
353,0.6,100000000000000,1.61,3.855,1000000000000000,14.616721
354,0.6,100000000000000,1.61,3.855,1E+016,15.379044
355,0.6,100000000000000,1.61,3.855,1E+017,16.6590892
356,0.6,100000000000000,1.61,3.855,1E+018,17.8391731
357,0.6,100000000000000,1.61,3.955,1000000000000000,14.8619731
358,0.6,100000000000000,1.61,3.955,1E+016,15.9819017
359,0.6,100000000000000,1.61,3.955,1E+017,16.8718011
360,0.6,100000000000000,1.61,3.955,1E+018,17.9074153
361,0.6,1000000000000000,1.41,3.555,1000000000000000,16.5358376
362,0.6,1000000000000000,1.41,3.555,1E+016,18.5921878
363,0.6,1000000000000000,1.41,3.555,1E+017,19.5634719
364,0.6,1000000000000000,1.41,3.555,1E+018,19.8956058
365,0.6,1000000000000000,1.41,3.655,1000000000000000,19.1683092
366,0.6,1000000000000000,1.41,3.655,1E+016,21.2569848
367,0.6,1000000000000000,1.41,3.655,1E+017,22.2325457
368,0.6,1000000000000000,1.41,3.655,1E+018,22.3867595
369,0.6,1000000000000000,1.41,3.755,1000000000000000,21.4580566
370,0.6,1000000000000000,1.41,3.755,1E+016,22.9517107
371,0.6,1000000000000000,1.41,3.755,1E+017,22.8368064
372,0.6,1000000000000000,1.41,3.755,1E+018,20.4837153
373,0.6,1000000000000000,1.41,3.855,1000000000000000,20.8780024
374,0.6,1000000000000000,1.41,3.855,1E+016,19.5904074
375,0.6,1000000000000000,1.41,3.855,1E+017,18.1806884
376,0.6,1000000000000000,1.41,3.855,1E+018,18.8899675
377,0.6,1000000000000000,1.41,3.955,1000000000000000,18.1272332
378,0.6,1000000000000000,1.41,3.955,1E+016,17.1665757
379,0.6,1000000000000000,1.41,3.955,1E+017,17.7357841
380,0.6,1000000000000000,1.41,3.955,1E+018,18.9012371
381,0.6,1000000000000000,1.51,3.555,1000000000000000,17.0140586
382,0.6,1000000000000000,1.51,3.555,1E+016,18.8267089
383,0.6,1000000000000000,1.51,3.555,1E+017,19.6249035
384,0.6,1000000000000000,1.51,3.555,1E+018,19.7583937
385,0.6,1000000000000000,1.51,3.655,1000000000000000,19.2227848
386,0.6,1000000000000000,1.51,3.655,1E+016,20.6809589
387,0.6,1000000000000000,1.51,3.655,1E+017,20.5566999
388,0.6,1000000000000000,1.51,3.655,1E+018,18.3324875
389,0.6,1000000000000000,1.51,3.755,1000000000000000,19.0336509
390,0.6,1000000000000000,1.51,3.755,1E+016,17.9776269
391,0.6,1000000000000000,1.51,3.755,1E+017,17.1075935
392,0.6,1000000000000000,1.51,3.755,1E+018,17.9016603
393,0.6,1000000000000000,1.51,3.855,1000000000000000,16.717207
394,0.6,1000000000000000,1.51,3.855,1E+016,16.1473102
395,0.6,1000000000000000,1.51,3.855,1E+017,17.2017555
396,0.6,1000000000000000,1.51,3.855,1E+018,18.4433674
397,0.6,1000000000000000,1.51,3.955,1000000000000000,16.1988436
398,0.6,1000000000000000,1.51,3.955,1E+016,16.6234048
399,0.6,1000000000000000,1.51,3.955,1E+017,17.4266257
400,0.6,1000000000000000,1.51,3.955,1E+018,18.5307055
401,0.6,1000000000000000,1.61,3.555,1000000000000000,16.9603898
402,0.6,1000000000000000,1.61,3.555,1E+016,18.2188641
403,0.6,1000000000000000,1.61,3.555,1E+017,18.0774442
404,0.6,1000000000000000,1.61,3.555,1E+018,16.0887013
405,0.6,1000000000000000,1.61,3.655,1000000000000000,16.8271855
406,0.6,1000000000000000,1.61,3.655,1E+016,15.89973
407,0.6,1000000000000000,1.61,3.655,1E+017,15.2145866
408,0.6,1000000000000000,1.61,3.655,1E+018,15.9055678
409,0.6,1000000000000000,1.61,3.755,1000000000000000,14.7739849
410,0.6,1000000000000000,1.61,3.755,1E+016,14.4266617
411,0.6,1000000000000000,1.61,3.755,1E+017,15.9485131
412,0.6,1000000000000000,1.61,3.755,1E+018,17.2482393
413,0.6,1000000000000000,1.61,3.855,1000000000000000,14.6090315
414,0.6,1000000000000000,1.61,3.855,1E+016,15.365133
415,0.6,1000000000000000,1.61,3.855,1E+017,16.6374811
416,0.6,1000000000000000,1.61,3.855,1E+018,17.8139942
417,0.6,1000000000000000,1.61,3.955,1000000000000000,14.848032
418,0.6,1000000000000000,1.61,3.955,1E+016,15.9685655
419,0.6,1000000000000000,1.61,3.955,1E+017,16.8515244
420,0.6,1000000000000000,1.61,3.955,1E+018,17.8825044
421,0.6,1E+016,1.41,3.555,1000000000000000,12.7855431
422,0.6,1E+016,1.41,3.555,1E+016,15.2919382
423,0.6,1E+016,1.41,3.555,1E+017,17.7501082
424,0.6,1E+016,1.41,3.555,1E+018,18.8291623
425,0.6,1E+016,1.41,3.655,1000000000000000,15.3339413
426,0.6,1E+016,1.41,3.655,1E+016,17.82201
427,0.6,1E+016,1.41,3.655,1E+017,20.2918162
428,0.6,1E+016,1.41,3.655,1E+018,21.2494672
429,0.6,1E+016,1.41,3.755,1000000000000000,17.8868968
430,0.6,1E+016,1.41,3.755,1E+016,20.0860303
431,0.6,1E+016,1.41,3.755,1E+017,21.4286533
432,0.6,1E+016,1.41,3.755,1E+018,19.982458
433,0.6,1E+016,1.41,3.855,1000000000000000,19.4881675
434,0.6,1E+016,1.41,3.855,1E+016,18.9500364
435,0.6,1E+016,1.41,3.855,1E+017,17.8756773
436,0.6,1E+016,1.41,3.855,1E+018,18.6134517
437,0.6,1E+016,1.41,3.955,1000000000000000,17.7875305
438,0.6,1E+016,1.41,3.955,1E+016,16.9768473
439,0.6,1E+016,1.41,3.955,1E+017,17.5072955
440,0.6,1E+016,1.41,3.955,1E+018,18.6340292
441,0.6,1E+016,1.51,3.555,1000000000000000,13.6209535
442,0.6,1E+016,1.51,3.555,1E+016,15.8253608
443,0.6,1E+016,1.51,3.555,1E+017,17.9688511
444,0.6,1E+016,1.51,3.555,1E+018,18.76544
445,0.6,1E+016,1.51,3.655,1000000000000000,15.9046878
446,0.6,1E+016,1.51,3.655,1E+016,17.9523599
447,0.6,1E+016,1.51,3.655,1E+017,19.2969412
448,0.6,1E+016,1.51,3.655,1E+018,17.8992488
449,0.6,1E+016,1.51,3.755,1000000000000000,17.5659905
450,0.6,1E+016,1.51,3.755,1E+016,17.3054904
451,0.6,1E+016,1.51,3.755,1E+017,16.804133
452,0.6,1E+016,1.51,3.755,1E+018,17.6492627
453,0.6,1E+016,1.51,3.855,1000000000000000,16.5108216
454,0.6,1E+016,1.51,3.855,1E+016,15.9689009
455,0.6,1E+016,1.51,3.855,1E+017,16.9733334
456,0.6,1E+016,1.51,3.855,1E+018,18.1847967
457,0.6,1E+016,1.51,3.955,1000000000000000,16.0168492
458,0.6,1E+016,1.51,3.955,1E+016,16.4666442
459,0.6,1E+016,1.51,3.955,1E+017,17.2140761
460,0.6,1E+016,1.51,3.955,1E+018,18.2748811
461,0.6,1E+016,1.61,3.555,1000000000000000,14.0418632
462,0.6,1E+016,1.61,3.555,1E+016,15.8432684
463,0.6,1E+016,1.61,3.555,1E+017,16.9887427
464,0.6,1E+016,1.61,3.555,1E+018,15.7105102
465,0.6,1E+016,1.61,3.655,1000000000000000,15.5129189
466,0.6,1E+016,1.61,3.655,1E+016,15.2929952
467,0.6,1E+016,1.61,3.655,1E+017,14.9393291
468,0.6,1E+016,1.61,3.655,1E+018,15.6873636
469,0.6,1E+016,1.61,3.755,1000000000000000,14.5933378
470,0.6,1E+016,1.61,3.755,1E+016,14.2552719
471,0.6,1E+016,1.61,3.755,1E+017,15.7251372
472,0.6,1E+016,1.61,3.755,1E+018,17.0146201
473,0.6,1E+016,1.61,3.855,1000000000000000,14.5332
474,0.6,1E+016,1.61,3.855,1E+016,15.2298022
475,0.6,1E+016,1.61,3.855,1E+017,16.4249478
476,0.6,1E+016,1.61,3.855,1E+018,17.5697213
477,0.6,1E+016,1.61,3.955,1000000000000000,14.7131808
478,0.6,1E+016,1.61,3.955,1E+016,15.8387628
479,0.6,1E+016,1.61,3.955,1E+017,16.6545435
480,0.6,1E+016,1.61,3.955,1E+018,17.6408897
481,1.3,10000000000000,1.41,3.555,1000000000000000,20.9164578
482,1.3,10000000000000,1.41,3.555,1E+016,21.1518774
483,1.3,10000000000000,1.41,3.555,1E+017,21.2258734
484,1.3,10000000000000,1.41,3.555,1E+018,21.4091707
485,1.3,10000000000000,1.41,3.655,1000000000000000,23.7799307
486,1.3,10000000000000,1.41,3.655,1E+016,24.0281994
487,1.3,10000000000000,1.41,3.655,1E+017,24.0805137
488,1.3,10000000000000,1.41,3.655,1E+018,24.0174981
489,1.3,10000000000000,1.41,3.755,1000000000000000,25.264527
490,1.3,10000000000000,1.41,3.755,1E+016,25.3175455
491,1.3,10000000000000,1.41,3.755,1E+017,24.6185773
492,1.3,10000000000000,1.41,3.755,1E+018,23.4118319
493,1.3,10000000000000,1.41,3.855,1000000000000000,22.5239001
494,1.3,10000000000000,1.41,3.855,1E+016,21.7380586
495,1.3,10000000000000,1.41,3.855,1E+017,22.1344933
496,1.3,10000000000000,1.41,3.855,1E+018,23.5227453
497,1.3,10000000000000,1.41,3.955,1000000000000000,20.4053385
498,1.3,10000000000000,1.41,3.955,1E+016,20.9358317
499,1.3,10000000000000,1.41,3.955,1E+017,22.1583709
500,1.3,10000000000000,1.41,3.955,1E+018,23.6385303
501,1.3,10000000000000,1.51,3.555,1000000000000000,21.1014683
502,1.3,10000000000000,1.51,3.555,1E+016,21.308258
503,1.3,10000000000000,1.51,3.555,1E+017,21.3512942
504,1.3,10000000000000,1.51,3.555,1E+018,21.3047537
505,1.3,10000000000000,1.51,3.655,1000000000000000,22.8849865
506,1.3,10000000000000,1.51,3.655,1E+016,22.9237503
507,1.3,10000000000000,1.51,3.655,1E+017,22.2418652
508,1.3,10000000000000,1.51,3.655,1E+018,20.9590747
509,1.3,10000000000000,1.51,3.755,1000000000000000,20.6928053
510,1.3,10000000000000,1.51,3.755,1E+016,20.1891669
511,1.3,10000000000000,1.51,3.755,1E+017,21.0150598
512,1.3,10000000000000,1.51,3.755,1E+018,22.2241169
513,1.3,10000000000000,1.51,3.855,1000000000000000,19.1010576
514,1.3,10000000000000,1.51,3.855,1E+016,20.1073405
515,1.3,10000000000000,1.51,3.855,1E+017,21.6517166
516,1.3,10000000000000,1.51,3.855,1E+018,23.0993616
517,1.3,10000000000000,1.51,3.955,1000000000000000,19.8295918
518,1.3,10000000000000,1.51,3.955,1E+016,20.7273389
519,1.3,10000000000000,1.51,3.955,1E+017,21.8937846
520,1.3,10000000000000,1.51,3.955,1E+018,23.2309511
521,1.3,10000000000000,1.61,3.555,1000000000000000,20.2278347
522,1.3,10000000000000,1.61,3.555,1E+016,20.2548837
523,1.3,10000000000000,1.61,3.555,1E+017,19.6251507
524,1.3,10000000000000,1.61,3.555,1E+018,18.4382691
525,1.3,10000000000000,1.61,3.655,1000000000000000,18.3716458
526,1.3,10000000000000,1.61,3.655,1E+016,17.9347866
527,1.3,10000000000000,1.61,3.655,1E+017,18.7813049
528,1.3,10000000000000,1.61,3.655,1E+018,19.7359827
529,1.3,10000000000000,1.61,3.755,1000000000000000,16.9793154
530,1.3,10000000000000,1.61,3.755,1E+016,18.2690745
531,1.3,10000000000000,1.61,3.755,1E+017,20.2625307
532,1.3,10000000000000,1.61,3.755,1E+018,21.5292197
533,1.3,10000000000000,1.61,3.855,1000000000000000,18.1996173
534,1.3,10000000000000,1.61,3.855,1E+016,19.5791066
535,1.3,10000000000000,1.61,3.855,1E+017,21.0557907
536,1.3,10000000000000,1.61,3.855,1E+018,22.3611962
537,1.3,10000000000000,1.61,3.955,1000000000000000,19.082194
538,1.3,10000000000000,1.61,3.955,1E+016,20.1514446
539,1.3,10000000000000,1.61,3.955,1E+017,21.2536289
540,1.3,10000000000000,1.61,3.955,1E+018,22.4615295
541,1.3,100000000000000,1.41,3.555,1000000000000000,19.3786513
542,1.3,100000000000000,1.41,3.555,1E+016,20.7713161
543,1.3,100000000000000,1.41,3.555,1E+017,21.1510425
544,1.3,100000000000000,1.41,3.555,1E+018,21.3717837
545,1.3,100000000000000,1.41,3.655,1000000000000000,22.1963188
546,1.3,100000000000000,1.41,3.655,1E+016,23.6319999
547,1.3,100000000000000,1.41,3.655,1E+017,24.0006081
548,1.3,100000000000000,1.41,3.655,1E+018,23.9795267
549,1.3,100000000000000,1.41,3.755,1000000000000000,24.2135463
550,1.3,100000000000000,1.41,3.755,1E+016,25.0858794
551,1.3,100000000000000,1.41,3.755,1E+017,24.5720373
552,1.3,100000000000000,1.41,3.755,1E+018,23.3969017
553,1.3,100000000000000,1.41,3.855,1000000000000000,22.4463126
554,1.3,100000000000000,1.41,3.855,1E+016,21.7172614
555,1.3,100000000000000,1.41,3.855,1E+017,22.1221353
556,1.3,100000000000000,1.41,3.855,1E+018,23.5107643
557,1.3,100000000000000,1.41,3.955,1000000000000000,20.395399
558,1.3,100000000000000,1.41,3.955,1E+016,20.9267508
559,1.3,100000000000000,1.41,3.955,1E+017,22.1475839
560,1.3,100000000000000,1.41,3.955,1E+018,23.6265517
561,1.3,100000000000000,1.51,3.555,1000000000000000,19.762774
562,1.3,100000000000000,1.51,3.555,1E+016,20.9903447
563,1.3,100000000000000,1.51,3.555,1E+017,21.284689
564,1.3,100000000000000,1.51,3.555,1E+018,21.2709921
565,1.3,100000000000000,1.51,3.655,1000000000000000,21.9039142
566,1.3,100000000000000,1.51,3.655,1E+016,22.72199
567,1.3,100000000000000,1.51,3.655,1E+017,22.2018099
568,1.3,100000000000000,1.51,3.655,1E+018,20.9463076
569,1.3,100000000000000,1.51,3.755,1000000000000000,20.6031702
570,1.3,100000000000000,1.51,3.755,1E+016,20.1664433
571,1.3,100000000000000,1.51,3.755,1E+017,21.0027721
572,1.3,100000000000000,1.51,3.755,1E+018,22.2136392
573,1.3,100000000000000,1.51,3.855,1000000000000000,19.0922813
574,1.3,100000000000000,1.51,3.855,1E+016,20.097803
575,1.3,100000000000000,1.51,3.855,1E+017,21.6409336
576,1.3,100000000000000,1.51,3.855,1E+018,23.087885
577,1.3,100000000000000,1.51,3.955,1000000000000000,19.8230623
578,1.3,100000000000000,1.51,3.955,1E+016,20.719199
579,1.3,100000000000000,1.51,3.955,1E+017,21.8834525
580,1.3,100000000000000,1.51,3.955,1E+018,23.2193681
581,1.3,100000000000000,1.61,3.555,1000000000000000,19.3849333
582,1.3,100000000000000,1.61,3.555,1E+016,20.0846524
583,1.3,100000000000000,1.61,3.555,1E+017,19.5904577
584,1.3,100000000000000,1.61,3.555,1E+018,18.4270212
585,1.3,100000000000000,1.61,3.655,1000000000000000,18.289762
586,1.3,100000000000000,1.61,3.655,1E+016,17.9138465
587,1.3,100000000000000,1.61,3.655,1E+017,18.7701239
588,1.3,100000000000000,1.61,3.655,1E+018,19.7270122
589,1.3,100000000000000,1.61,3.755,1000000000000000,16.9711536
590,1.3,100000000000000,1.61,3.755,1E+016,18.2592215
591,1.3,100000000000000,1.61,3.755,1E+017,20.2519998
592,1.3,100000000000000,1.61,3.755,1E+018,21.5192965
593,1.3,100000000000000,1.61,3.855,1000000000000000,18.1947026
594,1.3,100000000000000,1.61,3.855,1E+016,19.5707269
595,1.3,100000000000000,1.61,3.855,1E+017,21.0456241
596,1.3,100000000000000,1.61,3.855,1E+018,22.350248
597,1.3,100000000000000,1.61,3.955,1000000000000000,19.0767179
598,1.3,100000000000000,1.61,3.955,1E+016,20.1440047
599,1.3,100000000000000,1.61,3.955,1E+017,21.2438672
600,1.3,100000000000000,1.61,3.955,1E+018,22.4504979
601,1.3,1000000000000000,1.41,3.555,1000000000000000,15.7097086
602,1.3,1000000000000000,1.41,3.555,1E+016,18.7705209
603,1.3,1000000000000000,1.41,3.555,1E+017,20.4926401
604,1.3,1000000000000000,1.41,3.555,1E+018,21.0171515
605,1.3,1000000000000000,1.41,3.655,1000000000000000,18.4676558
606,1.3,1000000000000000,1.41,3.655,1E+016,21.5677054
607,1.3,1000000000000000,1.41,3.655,1E+017,23.297707
608,1.3,1000000000000000,1.41,3.655,1E+018,23.6176269
609,1.3,1000000000000000,1.41,3.755,1000000000000000,21.1231329
610,1.3,1000000000000000,1.41,3.755,1E+016,23.6301051
611,1.3,1000000000000000,1.41,3.755,1E+017,24.14146
612,1.3,1000000000000000,1.41,3.755,1E+018,23.250436
613,1.3,1000000000000000,1.41,3.855,1000000000000000,21.8102655
614,1.3,1000000000000000,1.41,3.855,1E+016,21.5171616
615,1.3,1000000000000000,1.41,3.855,1E+017,22.0007381
616,1.3,1000000000000000,1.41,3.855,1E+018,23.3921098
617,1.3,1000000000000000,1.41,3.955,1000000000000000,20.293494
618,1.3,1000000000000000,1.41,3.955,1E+016,20.8374322
619,1.3,1000000000000000,1.41,3.955,1E+017,22.0414277
620,1.3,1000000000000000,1.41,3.955,1E+018,23.5086364
621,1.3,1000000000000000,1.51,3.555,1000000000000000,16.481296
622,1.3,1000000000000000,1.51,3.555,1E+016,19.2248972
623,1.3,1000000000000000,1.51,3.555,1E+017,20.6890632
624,1.3,1000000000000000,1.51,3.555,1E+018,20.9489972
625,1.3,1000000000000000,1.51,3.655,1000000000000000,18.918419
626,1.3,1000000000000000,1.51,3.655,1E+016,21.355459
627,1.3,1000000000000000,1.51,3.655,1E+017,21.8250022
628,1.3,1000000000000000,1.51,3.655,1E+018,20.8208332
629,1.3,1000000000000000,1.51,3.755,1000000000000000,19.8916359
630,1.3,1000000000000000,1.51,3.755,1E+016,19.9469387
631,1.3,1000000000000000,1.51,3.755,1E+017,20.8820241
632,1.3,1000000000000000,1.51,3.755,1E+018,22.1101992
633,1.3,1000000000000000,1.51,3.855,1000000000000000,19.0049677
634,1.3,1000000000000000,1.51,3.855,1E+016,20.0040099
635,1.3,1000000000000000,1.51,3.855,1E+017,21.5347679
636,1.3,1000000000000000,1.51,3.855,1E+018,22.974809
637,1.3,1000000000000000,1.51,3.955,1000000000000000,19.7585691
638,1.3,1000000000000000,1.51,3.955,1E+016,20.639043
639,1.3,1000000000000000,1.51,3.955,1E+017,21.7817189
640,1.3,1000000000000000,1.51,3.955,1E+018,23.1053048
641,1.3,1000000000000000,1.61,3.555,1000000000000000,16.7681058
642,1.3,1000000000000000,1.61,3.555,1E+016,18.9055776
643,1.3,1000000000000000,1.61,3.555,1E+017,19.2630664
644,1.3,1000000000000000,1.61,3.555,1E+018,18.3164658
645,1.3,1000000000000000,1.61,3.655,1000000000000000,17.6436044
646,1.3,1000000000000000,1.61,3.655,1E+016,17.7133449
647,1.3,1000000000000000,1.61,3.655,1E+017,18.6601913
648,1.3,1000000000000000,1.61,3.655,1E+018,19.6383664
649,1.3,1000000000000000,1.61,3.755,1000000000000000,16.8914932
650,1.3,1000000000000000,1.61,3.755,1E+016,18.1625159
651,1.3,1000000000000000,1.61,3.755,1E+017,20.1482549
652,1.3,1000000000000000,1.61,3.755,1E+018,21.4212911
653,1.3,1000000000000000,1.61,3.855,1000000000000000,18.1461955
654,1.3,1000000000000000,1.61,3.855,1E+016,19.4882227
655,1.3,1000000000000000,1.61,3.855,1E+017,20.9454587
656,1.3,1000000000000000,1.61,3.855,1E+018,22.2423395
657,1.3,1000000000000000,1.61,3.955,1000000000000000,19.018319
658,1.3,1000000000000000,1.61,3.955,1E+016,20.0706463
659,1.3,1000000000000000,1.61,3.955,1E+017,21.1476868
660,1.3,1000000000000000,1.61,3.955,1E+018,22.3418237
661,1.3,1E+016,1.41,3.555,1000000000000000,11.7038165
662,1.3,1E+016,1.41,3.555,1E+016,14.3829735
663,1.3,1E+016,1.41,3.555,1E+017,17.206646
664,1.3,1E+016,1.41,3.555,1E+018,18.6594415
665,1.3,1E+016,1.41,3.655,1000000000000000,14.300348
666,1.3,1E+016,1.41,3.655,1E+016,16.903859
667,1.3,1E+016,1.41,3.655,1E+017,19.7447283
668,1.3,1E+016,1.41,3.655,1E+018,21.1512664
669,1.3,1E+016,1.41,3.755,1000000000000000,16.9429267
670,1.3,1E+016,1.41,3.755,1E+016,19.3268161
671,1.3,1E+016,1.41,3.755,1E+017,21.4749126
672,1.3,1E+016,1.41,3.755,1E+018,22.0147701
673,1.3,1E+016,1.41,3.855,1000000000000000,19.2329511
674,1.3,1E+016,1.41,3.855,1E+016,20.0294363
675,1.3,1E+016,1.41,3.855,1E+017,20.9604962
676,1.3,1E+016,1.41,3.855,1E+018,22.3636232
677,1.3,1E+016,1.41,3.955,1000000000000000,19.4842059
678,1.3,1E+016,1.41,3.955,1E+016,20.0640967
679,1.3,1E+016,1.41,3.955,1E+017,21.1177086
680,1.3,1E+016,1.41,3.955,1E+018,22.4822598
681,1.3,1E+016,1.51,3.555,1000000000000000,12.7417853
682,1.3,1E+016,1.51,3.555,1E+016,15.0605026
683,1.3,1E+016,1.51,3.555,1E+017,17.5572933
684,1.3,1E+016,1.51,3.555,1E+018,18.7472883
685,1.3,1E+016,1.51,3.655,1000000000000000,15.101361
686,1.3,1E+016,1.51,3.655,1E+016,17.2816341
687,1.3,1E+016,1.51,3.655,1E+017,19.3840648
688,1.3,1E+016,1.51,3.655,1E+018,19.7486657
689,1.3,1E+016,1.51,3.755,1000000000000000,17.2769518
690,1.3,1E+016,1.51,3.755,1E+016,18.3730034
691,1.3,1E+016,1.51,3.755,1E+017,19.847164
692,1.3,1E+016,1.51,3.755,1E+018,21.1913226
693,1.3,1E+016,1.51,3.855,1000000000000000,18.3017019
694,1.3,1E+016,1.51,3.855,1E+016,19.1922345
695,1.3,1E+016,1.51,3.855,1E+017,20.6098912
696,1.3,1E+016,1.51,3.855,1E+018,21.9845453
697,1.3,1E+016,1.51,3.955,1000000000000000,19.1781643
698,1.3,1E+016,1.51,3.955,1E+016,19.9385626
699,1.3,1E+016,1.51,3.955,1E+017,20.8944846
700,1.3,1E+016,1.51,3.955,1E+018,22.1099535
701,1.3,1E+016,1.61,3.555,1000000000000000,13.3669712
702,1.3,1E+016,1.61,3.555,1E+016,15.2946859
703,1.3,1E+016,1.61,3.555,1E+017,17.1156127
704,1.3,1E+016,1.61,3.555,1E+018,17.3711237
705,1.3,1E+016,1.61,3.655,1000000000000000,15.2918156
706,1.3,1E+016,1.61,3.655,1E+016,16.277785
707,1.3,1E+016,1.61,3.655,1E+017,17.7156152
708,1.3,1E+016,1.61,3.655,1E+018,18.8450923
709,1.3,1E+016,1.61,3.755,1000000000000000,16.2431109
710,1.3,1E+016,1.61,3.755,1E+016,17.3409714
711,1.3,1E+016,1.61,3.755,1E+017,19.2393034
712,1.3,1E+016,1.61,3.755,1E+018,20.5478706
713,1.3,1E+016,1.61,3.855,1000000000000000,17.7149251
714,1.3,1E+016,1.61,3.855,1E+016,18.7691108
715,1.3,1E+016,1.61,3.855,1E+017,20.0656221
716,1.3,1E+016,1.61,3.855,1E+018,21.2939941
717,1.3,1E+016,1.61,3.955,1000000000000000,18.5277179
718,1.3,1E+016,1.61,3.955,1E+016,19.4210015
719,1.3,1E+016,1.61,3.955,1E+017,20.3050459
720,1.3,1E+016,1.61,3.955,1E+018,21.3908488
